Customer Internal ID,Customer Number,Subscription Name,Subscription Internal ID,DR District ID,State Date,End Date
13220,C020421,2025-08-26 - 2026-08-26,18568,1168,08/26/2025,08/26/2026
27243,C006998,2020-08-26 - 2021-07-31,1075,36627,08/26/2020,07/31/2021
27243,C006998,2021-08-01 - 2022-08-15,6138,36627,08/01/2021,08/15/2022
27243,C006998,2022-08-16 - 2023-08-31,10151,36627,08/16/2022,08/31/2023
27243,C006998,2023-09-01 - 2024-08-25,12509,36627,09/01/2023,08/25/2024
27243,C006998,2024-08-26 - 2025-08-27,15468,36627,08/26/2024,08/27/2025
27243,C006998,2025-09-01 - 2026-08-31,17899,36627,09/01/2025,08/31/2026
27243,C006998,2026-09-01 - 2027-08-31,17900,36627,09/01/2026,08/31/2027
27472,C011457,2020-10-12 - 2021-07-31,2264,37535,10/12/2020,07/31/2021
27472,C011457,2021-08-01 - 2022-08-24,6952,37535,08/01/2021,08/24/2022
27472,C011457,2022-08-25 - 2023-08-31,9835,37535,08/25/2022,08/31/2023
27472,C011457,2023-09-01 - 2024-08-31,11978,37535,09/01/2023,08/31/2024
27472,C011457,2024-09-01 - 2025-08-24,14381,37535,09/01/2024,08/24/2025
27472,C011457,2025-08-25 - 2026-09-01,18592,37535,08/25/2025,09/01/2026
25130,C034549,2020-07-06 - 2021-08-02,359,627,07/06/2020,08/02/2021
25130,C034549,2021-08-03 - 2022-08-03,7184,627,08/03/2021,08/03/2022
25130,C034549,2022-09-19 - 2023-08-31,10793,627,09/19/2022,08/31/2023
25130,C034549,2023-09-01 - 2024-08-31,12325,627,09/01/2023,08/31/2024
25130,C034549,2024-09-01 - 2025-08-31,15508,627,09/01/2024,08/31/2025
11645,C002501,2020-11-16 - 2021-07-18,1697,37106,11/16/2020,07/18/2021
11645,C002501,2021-07-19 - 2022-07-05,6522,37106,07/19/2021,07/05/2022
11645,C002501,2022-07-06 - 2023-08-20,10095,37106,07/06/2022,08/20/2023
11645,C002501,2023-08-21 - 2024-08-31,11952,37106,08/21/2023,08/31/2024
11645,C002501,2024-09-01 - 2025-08-31,12646,37106,09/01/2024,08/31/2025
16897,C003804,2020-10-06 - 2021-07-31,2136,37455,10/06/2020,07/31/2021
16897,C003804,2021-10-04 - 2022-08-28,8199,37455,10/04/2021,08/28/2022
16897,C003804,2022-08-29 - 2023-08-31,10219,37455,08/29/2022,08/31/2023
16897,C003804,2023-09-01 - 2024-08-31,12843,37455,09/01/2023,08/31/2024
16897,C003804,2024-09-01 - 2025-08-31,15692,37455,09/01/2024,08/31/2025
17038,C007325,2020-09-08 - 2021-08-02,1315,36799,09/08/2020,08/02/2021
17038,C007325,2021-08-03 - 2022-08-03,6329,36799,08/03/2021,08/03/2022
17038,C007325,2022-08-11 - 2023-08-31,10401,36799,08/11/2022,08/31/2023
17038,C007325,2023-09-01 - 2024-08-31,12077,36799,09/01/2023,08/31/2024
17038,C007325,2024-09-01 - 2025-08-31,14924,36799,09/01/2024,08/31/2025
33284,C017527,2020-10-02 - 2021-07-31,2042,37383,10/02/2020,07/31/2021
33284,C017527,2021-08-01 - 2022-07-31,6292,37383,08/01/2021,07/31/2022
33284,C017527,2022-08-01 - 2023-08-31,9743,37383,08/01/2022,08/31/2023
33284,C017527,2023-09-01 - 2024-08-31,11980,37383,09/01/2023,08/31/2024
33284,C017527,2024-12-17 - 2025-08-10,17070,37383,12/17/2024,08/10/2025
33284,C017527,2025-08-11 - 2026-08-31,18624,37383,08/11/2025,08/31/2026
1277,C000980,2020-10-20 - 2021-07-31,2538,37744,10/20/2020,07/31/2021
1277,C000980,2021-08-01 - 2022-08-01,6494,37744,08/01/2021,08/01/2022
1277,C000980,2022-09-27 - 2023-08-31,10885,37744,09/27/2022,08/31/2023
1277,C000980,2023-09-25 - 2024-08-21,12997,37744,09/25/2023,08/21/2024
1277,C000980,2024-08-22 - 2025-08-31,15439,37744,08/22/2024,08/31/2025
1277,C000980,2025-09-01 - 2026-08-31,18277,37744,09/01/2025,08/31/2026
21870,C000732,2020-10-19 - 2021-07-31,2514,37724,10/19/2020,07/31/2021
21870,C000732,2021-08-01 - 2022-08-30,6422,37724,08/01/2021,08/30/2022
21870,C000732,2022-09-01 - 2023-08-31,9611,37724,09/01/2022,08/31/2023
21870,C000732,2023-09-01 - 2024-08-31,13556,37724,09/01/2023,08/31/2024
21870,C000732,2024-12-12 - 2025-08-31,17054,37724,12/12/2024,08/31/2025
4788,C036666,2020-10-19 - 2021-07-31,2525,37731,10/19/2020,07/31/2021
4788,C036666,2021-08-25 - 2022-08-25,7546,37731,08/25/2021,08/25/2022
4788,C036666,2022-09-30 - 2023-08-31,10936,37731,09/30/2022,08/31/2023
4788,C036666,2023-09-01 - 2024-08-31,12487,37731,09/01/2023,08/31/2024
4788,C036666,2024-09-01 - 2025-08-17,15754,37731,09/01/2024,08/17/2025
4788,C036666,2025-08-18 - 2026-08-31,18795,37731,08/18/2025,08/31/2026
11671,C003040,2020-09-08 - 2021-07-31,1324,36808,09/08/2020,07/31/2021
11671,C003040,2021-08-01 - 2022-08-01,6436,36808,08/01/2021,08/01/2022
11671,C003040,2022-08-02 - 2023-08-31,10260,36808,08/02/2022,08/31/2023
11671,C003040,2023-09-01 - 2024-08-31,12431,36808,09/01/2023,08/31/2024
11671,C003040,2024-09-01 - 2025-08-31,14333,36808,09/01/2024,08/31/2025
28139,C016987,2020-10-12 - 2021-07-31,2320,37577,10/12/2020,07/31/2021
28139,C016987,2021-11-02 - 2022-11-02,8574,37577,11/02/2021,11/02/2022
28139,C016987,2022-11-03 - 2023-08-31,10923,37577,11/03/2022,08/31/2023
28139,C016987,2023-09-20 - 2024-08-31,12952,37577,09/20/2023,08/31/2024
28139,C016987,2024-09-01 - 2025-08-31,15652,37577,09/01/2024,08/31/2025
12578,C015745,2020-08-24 - 2021-07-31,995,36540,08/24/2020,07/31/2021
12578,C015745,2021-08-01 - 2022-08-07,6110,36540,08/01/2021,08/07/2022
12578,C015745,2022-08-08 - 2023-08-04,9444,36540,08/08/2022,08/04/2023
12578,C015745,2023-08-05 - 2024-08-05,11713,36540,08/05/2023,08/05/2024
12578,C015745,2024-08-06 - 2025-07-27,14957,36540,08/06/2024,07/27/2025
12578,C015745,2025-07-28 - 2026-08-31,17299,36540,07/28/2025,08/31/2026
17250,C011364,2020-12-30 - 2021-07-31,3867,38775,12/30/2020,07/31/2021
17250,C011364,2022-03-08 - 2022-08-31,9402,38775,03/08/2022,08/31/2022
17250,C011364,2022-09-01 - 2023-08-31,9710,38775,09/01/2022,08/31/2023
17250,C011364,2024-04-11 - 2025-08-31,14849,38775,04/11/2024,08/31/2025
989942,C025345:2,2020-08-26 - 2021-07-31,1061,36618,08/26/2020,07/31/2021
989942,C025345:2,2021-09-02 - 2022-09-01,7664,36618,09/02/2021,09/01/2022
989942,C025345:2,2022-09-22 - 2023-08-06,10844,36618,09/22/2022,08/06/2023
989942,C025345:2,2023-08-07 - 2024-08-06,12480,36618,08/07/2023,08/06/2024
989942,C025345:2,2024-11-18 - 2025-08-25,16863,36618,11/18/2024,08/25/2025
989942,C025345:2,2025-08-26 - 2026-08-31,18857,36618,08/26/2025,08/31/2026
32253,C005382,2020-09-09 - 2021-07-31,1382,36861,09/09/2020,07/31/2021
32253,C005382,2021-08-01 - 2022-08-22,6361,36861,08/01/2021,08/22/2022
32253,C005382,2022-08-23 - 2023-08-31,9571,36861,08/23/2022,08/31/2023
32253,C005382,2023-09-01 - 2024-08-31,12728,36861,09/01/2023,08/31/2024
32253,C005382,2024-09-01 - 2025-08-11,15780,36861,09/01/2024,08/11/2025
32253,C005382,2025-08-12 - 2026-08-31,18616,36861,08/12/2025,08/31/2026
26933,C000047,2020-10-13 - 2021-07-31,2330,37587,10/13/2020,07/31/2021
26933,C000047,2021-08-01 - 2022-10-26,6370,37587,08/01/2021,10/26/2022
26933,C000047,2022-10-27 - 2023-08-31,10820,37587,10/27/2022,08/31/2023
26933,C000047,2023-09-01 - 2024-08-31,11950,37587,09/01/2023,08/31/2024
26933,C000047,2024-09-01 - 2025-08-31,15734,37587,09/01/2024,08/31/2025
27450,C011177,2020-10-01 - 2021-07-31,1969,37330,10/01/2020,07/31/2021
27450,C011177,2021-08-01 - 2022-08-01,6432,37330,08/01/2021,08/01/2022
27450,C011177,2022-08-02 - 2023-08-31,9746,37330,08/02/2022,08/31/2023
27450,C011177,2024-09-01 - 2025-08-31,14374,37330,09/01/2024,08/31/2025
19357,C027205,2020-10-21 - 2021-06-30,2568,37770,10/21/2020,06/30/2021
19357,C027205,2021-07-01 - 2022-08-31,6840,37770,07/01/2021,08/31/2022
19357,C027205,2022-09-13 - 2023-08-31,10740,37770,09/13/2022,08/31/2023
19357,C027205,2023-09-01 - 2024-08-31,12815,37770,09/01/2023,08/31/2024
19357,C027205,2024-09-01 - 2025-08-27,15884,37770,09/01/2024,08/27/2025
19357,C027205,2025-08-28 - 2026-08-31,18883,37770,08/28/2025,08/31/2026
11554,C000422,2020-09-16 - 2021-07-31,1626,37049,09/16/2020,07/31/2021
11554,C000422,2021-08-01 - 2022-08-01,6826,37049,08/01/2021,08/01/2022
11554,C000422,2022-09-28 - 2023-08-31,10907,37049,09/28/2022,08/31/2023
11554,C000422,2023-10-16 - 2024-10-16,13539,37049,10/16/2023,10/16/2024
11554,C000422,2025-02-04 - 2026-02-04,17462,37049,02/04/2025,02/04/2026
20599,C038867,2020-10-14 - 2021-07-31,2371,37617,10/14/2020,07/31/2021
20599,C038867,2023-06-13 - 2023-08-31,12237,37617,06/13/2023,08/31/2023
20599,C038867,2024-06-21 - 2025-08-31,15380,37617,06/21/2024,08/31/2025
581999,C059290,2020-10-15 - 2021-07-31,2436,37667,10/15/2020,07/31/2021
581999,C059290,2022-12-29 - 2023-12-29,11463,37667,12/29/2022,12/29/2023
581999,C059290,2024-01-05 - 2025-01-05,14110,37667,01/05/2024,01/05/2025
581999,C059290,2025-01-07 - 2026-01-07,17168,37667,01/07/2025,01/07/2026
909288,C063619,2021-01-07 - 2021-06-30,3965,38857,01/07/2021,06/30/2021
909288,C063619,2021-07-01 - 2022-07-01,6660,38857,07/01/2021,07/01/2022
909288,C063619,2022-07-02 - 2023-08-31,10008,38857,07/02/2022,08/31/2023
909288,C063619,2023-10-02 - 2024-08-31,13291,38857,10/02/2023,08/31/2024
909288,C063619,2024-09-01 - 2025-08-31,14685,38857,09/01/2024,08/31/2025
15032,C036255,2020-09-14 - 2021-07-31,1502,36949,09/14/2020,07/31/2021
15032,C036255,2021-09-17 - 2022-09-16,7922,36949,09/17/2021,09/16/2022
15032,C036255,2022-09-22 - 2023-08-31,10837,36949,09/22/2022,08/31/2023
15032,C036255,2023-09-01 - 2024-08-31,12772,36949,09/01/2023,08/31/2024
15032,C036255,2024-09-01 - 2025-08-27,15561,36949,09/01/2024,08/27/2025
15032,C036255,2025-08-28 - 2026-08-31,18877,36949,08/28/2025,08/31/2026
1545,C007231,2020-10-09 - 2021-07-31,332,32853,10/09/2020,07/31/2021
1545,C007231,2021-09-23 - 2022-08-26,8022,32853,09/23/2021,08/26/2022
1545,C007231,2022-08-27 - 2023-08-24,10504,32853,08/27/2022,08/24/2023
1545,C007231,2023-08-25 - 2024-08-25,12709,32853,08/25/2023,08/25/2024
1545,C007231,2024-08-26 - 2025-08-31,15756,32853,08/26/2024,08/31/2025
613730,C059576,2020-10-20 - 2021-07-31,2542,37748,10/20/2020,07/31/2021
613730,C059576,2022-09-27 - 2023-09-27,10891,37748,09/27/2022,09/27/2023
613730,C059576,2023-10-04 - 2024-10-04,13409,37748,10/04/2023,10/04/2024
613730,C059576,2024-10-10 - 2025-10-10,16422,37748,10/10/2024,10/10/2025
8738,C025817,2020-09-08 - 2021-07-31,1323,36807,09/08/2020,07/31/2021
8738,C025817,2021-09-02 - 2022-09-02,7655,36807,09/02/2021,09/02/2022
8738,C025817,2022-09-03 - 2023-08-22,10196,36807,09/03/2022,08/22/2023
8738,C025817,2023-08-23 - 2024-08-31,12421,36807,08/23/2023,08/31/2024
8738,C025817,2024-09-11 - 2025-08-31,16041,36807,09/11/2024,08/31/2025
8738,C025817,2025-09-01 - 2026-08-31,18580,36807,09/01/2025,08/31/2026
36378,C044323,2020-10-15 - 2021-06-30,2405,37640,10/15/2020,06/30/2021
36378,C044323,2021-07-01 - 2022-07-01,6559,37640,07/01/2021,07/01/2022
36378,C044323,2022-07-02 - 2023-08-15,9551,37640,07/02/2022,08/15/2023
36378,C044323,2023-10-02 - 2024-08-15,13310,37640,10/02/2023,08/15/2024
36378,C044323,2024-08-16 - 2025-08-31,15721,37640,08/16/2024,08/31/2025
616144,C059593,2020-10-23 - 2021-07-31,2631,37816,10/23/2020,07/31/2021
616144,C059593,2021-08-01 - 2022-08-01,7044,37816,08/01/2021,08/01/2022
616144,C059593,2022-09-02 - 2023-08-31,10617,37816,09/02/2022,08/31/2023
616144,C059593,2023-09-11 - 2024-08-31,12876,37816,09/11/2023,08/31/2024
616144,C059593,2024-09-10 - 2025-08-31,16006,37816,09/10/2024,08/31/2025
1299,C001540,2020-07-06 - 2021-06-30,356,233,07/06/2020,06/30/2021
1299,C001540,2021-07-01 - 2022-08-29,6592,233,07/01/2021,08/29/2022
1299,C001540,2022-08-30 - 2023-08-20,9852,233,08/30/2022,08/20/2023
1299,C001540,2023-08-21 - 2024-08-31,12074,233,08/21/2023,08/31/2024
1299,C001540,2024-11-22 - 2025-10-25,16916,233,11/22/2024,10/25/2025
27451,C011212,2020-09-03 - 2021-06-30,1279,36782,09/03/2020,06/30/2021
27451,C011212,2021-07-01 - 2022-08-31,6845,36782,07/01/2021,08/31/2022
27451,C011212,2022-09-01 - 2023-08-31,10947,36782,09/01/2022,08/31/2023
27451,C011212,2023-09-08 - 2024-08-31,12858,36782,09/08/2023,08/31/2024
27451,C011212,2024-09-01 - 2025-08-31,15141,36782,09/01/2024,08/31/2025
22531,C012912,2020-07-08 - 2021-07-31,469,33910,07/08/2020,07/31/2021
22531,C012912,2021-08-01 - 2022-08-01,7435,33910,08/01/2021,08/01/2022
22531,C012912,2022-08-02 - 2023-08-02,10172,33910,08/02/2022,08/02/2023
22531,C012912,2023-08-14 - 2024-08-14,12583,33910,08/14/2023,08/14/2024
22531,C012912,2024-08-15 - 2025-08-31,14828,33910,08/15/2024,08/31/2025
630994,C059727,2020-10-26 - 2021-07-31,2652,37831,10/26/2020,07/31/2021
630994,C059727,2022-07-22 - 2023-07-22,10249,37831,07/22/2022,07/22/2023
630994,C059727,2023-07-23 - 2024-09-11,12872,37831,07/23/2023,09/11/2024
630994,C059727,2024-09-12 - 2025-09-12,16025,37831,09/12/2024,09/12/2025
27309,C008293,2024-11-05 - 2025-08-31,16688,47702,11/05/2024,08/31/2025
33412,C018458,2020-09-25 - 2021-06-30,1825,37219,09/25/2020,06/30/2021
33412,C018458,2021-07-01 - 2022-08-21,6019,37219,07/01/2021,08/21/2022
33412,C018458,2022-08-22 - 2023-08-31,9662,37219,08/22/2022,08/31/2023
33412,C018458,2023-09-01 - 2024-08-31,12071,37219,09/01/2023,08/31/2024
33412,C018458,2024-09-01 - 2025-08-31,14743,37219,09/01/2024,08/31/2025
33412,C018458,2025-09-01 - 2026-08-31,18114,37219,09/01/2025,08/31/2026
16736,C000171,2020-09-08 - 2021-08-02,1328,36812,09/08/2020,08/02/2021
16736,C000171,2021-08-03 - 2022-08-03,6709,36812,08/03/2021,08/03/2022
16736,C000171,2022-08-19 - 2023-08-19,10462,36812,08/19/2022,08/19/2023
16736,C000171,2023-08-20 - 2024-08-20,12465,36812,08/20/2023,08/20/2024
16736,C000171,2024-08-21 - 2025-08-21,15731,36812,08/21/2024,08/21/2025
16736,C000171,2025-08-29 - 2026-08-31,18900,36812,08/29/2025,08/31/2026
975701,C073491,2020-08-26 - 2021-07-31,1061,36618,08/26/2020,07/31/2021
975701,C073491,2021-09-02 - 2022-09-01,7664,36618,09/02/2021,09/01/2022
975701,C073491,2022-09-22 - 2023-08-06,10844,36618,09/22/2022,08/06/2023
975701,C073491,2023-08-07 - 2024-08-06,12480,36618,08/07/2023,08/06/2024
975701,C073491,2024-11-18 - 2025-08-25,16863,36618,11/18/2024,08/25/2025
975701,C073491,2025-08-26 - 2026-08-31,18857,36618,08/26/2025,08/31/2026
641863,C059846,2021-01-04 - 2021-07-31,3887,38793,01/04/2021,07/31/2021
641863,C059846,2021-08-01 - 2022-08-01,7115,38793,08/01/2021,08/01/2022
641863,C059846,2022-08-02 - 2022-10-13,8336,38793,08/02/2022,10/13/2022
641863,C059846,2023-09-15 - 2024-09-10,12914,38793,09/15/2023,09/10/2024
641863,C059846,2024-09-11 - 2025-08-31,16013,38793,09/11/2024,08/31/2025
12402,C014338,2020-10-23 - 2021-08-24,467,33897,10/23/2020,08/24/2021
12402,C014338,2021-08-25 - 2022-08-24,7541,33897,08/25/2021,08/24/2022
